Name	Group	Organism	COX1_beg	COX1_end
NC_008085		Batrachuperus tibetanus	5345	6895
NC_008088		Hynobius chinensis	5364	6914
NC_008089		Onychodactylus fischeri	5328	6878
NC_008090		Paradactylodon mustersi	5356	6906
NC_008091		Paradactylodon gorganensis	5361	6911
NC_008092	Mammalia	Canis lupus	5350	6894
NC_008093	Mammalia	Canis latrans	5350	6894
NC_008102	Actinopterygii	Campostoma anomalum	5490	7040
NC_008103	Actinopterygii	Cyprinella spiloptera	5479	7029
NC_008104	Actinopterygii	Lepisosteus osseus	5488	7044
NC_008105	Actinopterygii	Gila robusta	5494	7044
NC_008106	Actinopterygii	Micropterus salmoides	5472	7022
NC_008107	Actinopterygii	Dorosoma cepedianum	5483	7033
NC_008108	Actinopterygii	Iberochondrostoma lemmingii	5485	7035
NC_008109	Actinopterygii	Scomberomorus cavalla	5479	7038
NC_008110	Actinopterygii	Notropis stramineus	5479	7029
NC_008111	Actinopterygii	Percina macrolepida	5476	7026
NC_008112	Actinopterygii	Phenacobius mirabilis	5480	7030
NC_008123	Actinopterygii	Sirembo imberbis	5482	7032
NC_008124	Actinopterygii	Bregmaceros nectabanus	6970	8526
NC_008125	Actinopterygii	Lophiomus setigerus	5471	7030
NC_008126	Actinopterygii	Diretmoides veriginae	5921	7462
NC_008128	Actinopterygii	Anomalops katoptron	5460	7010
NC_008129	Actinopterygii	Aptocyclus ventricosus	5680	7230
NC_008131	Actinopterygii	Atractosteus spatula	5500	7056
NC_008132		Nipponia nippon	6563	8113
NC_008134	Mammalia	Dactylopsila trivirgata	5383	6924
NC_008138		Eudyptes chrysocome	5495	7045
NC_008139		Gavia pacifica	5391	6941
NC_008142		Crocodylus niloticus	5317	6873
NC_008143		Crocodylus porosus	5329	6885
NC_008144		Pelobates cultripes	5368	6921
NC_008145	Mammalia	Distoechurus pennatus	5372	6913
NC_008156	Mammalia	Galemys pyrenaicus	5372	6919
NC_008215	Mammalia	Semnopithecus entellus	5323	6867
NC_008216	Mammalia	Nasalis larvatus	5329	6873
NC_008217	Mammalia	Presbytis melalophos	5328	6881
NC_008218	Mammalia	Rhinopithecus roxellana	5323	6867
NC_008219	Mammalia	Piliocolobus badius	5330	6874
NC_008220	Mammalia	Pygathrix nemaeus	5310	6854
NC_008223	Actinopterygii	Squalogadus modificatus	5734	7290
NC_008224	Actinopterygii	Trachyrincus murrayi	5816	7366
NC_008225	Actinopterygii	Ventrifossa garmani	5441	6988
NC_008241		Gavialis gangeticus	5314	6856
NC_008280	Actinopterygii	Cranoglanis bouderius	5483	7033
NC_008324	Actinopterygii	Biwia zezera	5490	7040
NC_008327	Actinopterygii	Solea senegalensis	6488	8038
NC_008328		Lacerta viridis viridis	5287	6831
NC_008410		Bufo gargarizans	5528	7069
NC_008414	Mammalia	Rusa unicolor swinhoei	5339	6881
NC_008415	Mammalia	Callorhinus ursinus	5352	6896
NC_008416	Mammalia	Zalophus californianus	5358	6902
NC_008417	Mammalia	Arctocephalus pusillus	5355	6899
NC_008418	Mammalia	Phocarctos hookeri	5355	6899
NC_008419	Mammalia	Neophoca cinerea	5360	6904
NC_008420	Mammalia	Arctocephalus townsendi	5360	6904
NC_008421	Mammalia	Neomonachus schauinslandi	5357	6901
NC_008422	Mammalia	Mirounga leonina	5353	6897
NC_008423	Mammalia	Lobodon carcinophaga	5352	6896
NC_008424	Mammalia	Leptonychotes weddellii	5351	6895
NC_008425	Mammalia	Hydrurga leptonyx	5351	6895
NC_008426	Mammalia	Erignathus barbatus	5347	6891
NC_008427	Mammalia	Cystophora cristata	5343	6887
NC_008428	Mammalia	Phoca fasciata	5343	6887
NC_008429	Mammalia	Phoca groenlandica	5341	6885
NC_008430	Mammalia	Phoca largha	5342	6886
NC_008431	Mammalia	Pusa caspica	5344	6888
NC_008432	Mammalia	Pusa sibirica	5344	6888
NC_008433	Mammalia	Pusa hispida	5341	6885
NC_008434	Mammalia	Vulpes vulpes	5350	6894
NC_008448	Actinopterygii	Galaxiella nigrostriata	12663	14213
NC_008449	Actinopterygii	Plectropomus leopardus	5479	7029
NC_008450	Mammalia	Neofelis nebulosa	6244	7788
NC_008455	Actinopterygii	Thunnus orientalis	5476	7026
NC_008461	Actinopterygii	Verasper moseri	5499	7055
NC_008462	Mammalia	Cervus nippon taiouanus	5337	6881
NC_008491	Mammalia	Muntiacus reevesi micrurus	5331	6875
NC_008540		Apus apus	5403	6953
NC_008546		Dryocopus pileatus	5413	6963
NC_008547		Falco sparverius	5456	7006
NC_008548		Micrastur gilvicollis	5442	6992
NC_008549		Pteroglossus azara flavirostris	5377	6927
NC_008550		Pandion haliaetus	5363	6913
NC_008551		Ardea novaehollandiae	5423	6973
NC_008615	Actinopterygii	Oncorhynchus nerka	6471	8021
NC_008616	Actinopterygii	Parargyrops edita	5483	7045
NC_008642	Actinopterygii	Rhodeus ocellatus kurumeus	5479	7029
NC_008643	Actinopterygii	Cyprinella lutrensis	5479	7029
NC_008644	Actinopterygii	Hemibarbus barbus	5492	7042
NC_008645	Actinopterygii	Cycleptus elongatus	5488	7038
NC_008646	Actinopterygii	Notemigonus crysoleucas	5490	7040
NC_008647	Actinopterygii	Catostomus commersonii	5480	7030
NC_008648	Actinopterygii	Tinca tinca	5491	7041
NC_008649	Actinopterygii	Gnathopogon elongatus	5488	7038
NC_008650	Actinopterygii	Aphyocypris chinensis	5490	7040
NC_008651	Actinopterygii	Tribolodon nakamurai	5486	7036
NC_008652	Actinopterygii	Opsariichthys uncirostris	5501	7051
NC_008653	Actinopterygii	Nipponocypris sieboldii	5498	7048
NC_008654	Actinopterygii	Barbus barbus	5486	7036
NC_008655	Actinopterygii	Barbonymus gonionotus	5480	7030
NC_008656	Actinopterygii	Labeo batesii	5487	7037
NC_008657	Actinopterygii	Labeo senegalensis	5484	7034
NC_008658	Actinopterygii	Pethia ticto	5486	7036
NC_008659	Actinopterygii	Alburnus alburnus	5488	7038
NC_008660	Actinopterygii	Esomus metallicus	5446	6996
NC_008661	Actinopterygii	Gymnocypris przewalskii	5479	7029
NC_008662	Actinopterygii	Gobio gobio	5495	7045
NC_008663	Actinopterygii	Pelecus cultratus	5495	7045
NC_008664	Actinopterygii	Pungtungia herzi	5487	7037
NC_008665	Actinopterygii	Pseudorasbora pumila	5486	7036
NC_008667	Actinopterygii	Ischikauia steenackeri	5497	7047
NC_008668	Actinopterygii	Acheilognathus typus	5476	7026
NC_008669	Actinopterygii	Acantopsis choirorhynchos	5485	7035
NC_008670	Actinopterygii	Barbatula toni	5485	7035
NC_008671	Actinopterygii	Chromobotia macracanthus	5467	7017
NC_008672	Actinopterygii	Gyrinocheilus aymonieri	5479	7029
NC_008673	Actinopterygii	Pseudohomaloptera leonardi	5481	7031
NC_008674	Actinopterygii	Moxostoma poecilurum	5478	7028
NC_008675	Actinopterygii	Pangio anguillaris	5481	7031
NC_008676	Actinopterygii	Hypentelium nigricans	5478	7028
NC_008677	Actinopterygii	Leptobotia mantschurica	5472	7022
NC_008678	Actinopterygii	Misgurnus nikolskyi	5460	7010
NC_008679	Actinopterygii	Schistura balteata	5447	6997
NC_008680	Actinopterygii	Vaillantella maassi	5470	7020
NC_008681	Actinopterygii	Pseudaspius leptocephalus	5486	7036
NC_008682	Actinopterygii	Xenocypris argentea	5504	7054
NC_008683	Actinopterygii	Chanodichthys mongolicus	5495	7045
NC_008684	Actinopterygii	Rhynchocypris percnurus mantschuricus	5486	7036
NC_008743	Actinopterygii	Gymnogobius petschiliensis	5413	6966
NC_008744	Actinopterygii	Opsariichthys bidens	5499	7049
NC_008745	Actinopterygii	Oncorhynchus masou formosanus	6465	8015
NC_008746	Actinopterygii	Oncorhynchus masou ishikawae	6465	8015
NC_008747	Actinopterygii	Oncorhynchus masou masou	6465	8015
NC_008749	Mammalia	Elaphodus cephalophus	5325	6869
NC_008753	Mammalia	Ursus thibetanus mupinensis	6317	7861
NC_008772		Gekko vittatus	6558	8108
NC_008773		Takydromus tachydromoides	7619	9163
NC_008774		Coleonyx variegatus	5295	6848
NC_008775		Lepidophyma flavimaculatum	5224	6774
NC_008776		Heloderma suspectum	5281	6828
NC_008777		Furcifer oustaleti	5216	6763
NC_008778		Varanus niloticus	5266	6867
NC_008830	Mammalia	Phacochoerus africanus	6618	8162
NC_008975		Buergeria buergeri	7323	8873
NC_009054	Actinopterygii	Labracinus cyclophthalmus	5498	7073
NC_009056	Mammalia	Anomalurus sp. GP-2005	5338	6882
NC_009057	Actinopterygii	Oreochromis sp. KM-2006	5473	7068
NC_009058	Actinopterygii	Astronotus ocellatus	5490	7040
NC_009059	Actinopterygii	Cymatogaster aggregata	5476	7071
NC_009060	Actinopterygii	Ditrema temminckii	5477	7072
NC_009061	Actinopterygii	Olisthops cyanomelas	5472	7022
NC_009062	Actinopterygii	Neolamprologus brichardi	5471	7066
NC_009063	Actinopterygii	Tropheus duboisi	5474	7069
NC_009064	Actinopterygii	Abudefduf vaigiensis	5480	7066
NC_009065	Actinopterygii	Amphiprion ocellaris	5483	7048
NC_009066	Actinopterygii	Halichoeres melanurus	5559	7118
NC_009067	Actinopterygii	Pseudolabrus sieboldi	5493	7043
NC_009125	Actinopterygii	Cyprinodon rubrofluviatilis	5471	7024
NC_009126	Mammalia	Procyon lotor	7798	9342
NC_009134		Melopsittacus undulatus	5375	6922
NC_009258		Bombina variegata	5337	6890
NC_009260		Macrochelys temminckii	5392	6939
NC_009262	Actinopterygii	Oncorhynchus masou Biwa	6465	8015
NC_009263	Actinopterygii	Oncorhynchus kisutch	6471	8021
NC_009264		Pelophylax plancyi	7969	9507
NC_009330		Mauremys mutica	5387	6934
NC_009331	Mammalia	Ursus thibetanus formosanus	6948	8492
NC_009335		Hynobius arisanensis	5351	6901
NC_009421		Chlamydosaurus kingii	5169	6716
NC_009422		Microhyla ornata	5532	7082
NC_009423		Odorrana tormota	5511	7064
NC_009459	Actinopterygii	Parajulis poecilepterus	5486	7036
NC_009492	Mammalia	Ailuropoda melanoleuca	6708	8252
NC_009502	Actinopterygii	Pagellus bogaraveo	6755	8320
NC_009509		Cuora aurocapitata	5401	6948
NC_009510	Mammalia	Ammotragus lervia	5324	6868
NC_009572	Actinopterygii	Siganus fuscescens	5473	7023
NC_009575	Actinopterygii	Alosa alosa	5480	7030
NC_009576	Actinopterygii	Alosa pseudoharengus	5478	7028
NC_009577	Actinopterygii	Clupea harengus	5474	7024
NC_009578	Actinopterygii	Clupea pallasii	5476	7026
NC_009579	Actinopterygii	Coilia nasus	5476	7020
NC_009580	Actinopterygii	Dorosoma petenense	5480	7030
NC_009581	Actinopterygii	Engraulis encrasicolus	5480	7024
NC_009582	Actinopterygii	Ethmalosa fimbriata	5483	7033
NC_009583	Actinopterygii	Etrumeus teres	5487	7037
NC_009584	Actinopterygii	Ilisha africana	5479	7029
NC_009585	Actinopterygii	Ilisha elongata	5493	7043
NC_009586	Actinopterygii	Nematalosa japonica	5479	7029
NC_009587	Actinopterygii	Sardinella maderensis	5487	7037
NC_009588	Actinopterygii	Spratelloides delicatulus	5462	7012
NC_009589	Actinopterygii	Spratelloides gracilis	5470	7020
NC_009591	Actinopterygii	Pellonula leonensis	5486	7036
NC_009592	Actinopterygii	Sardina pilchardus	5484	7034
NC_009593	Actinopterygii	Sprattus sprattus	5477	7027
NC_009628	Mammalia	Camelus bactrianus	5335	6879
NC_009629	Mammalia	Camelus ferus	5334	6878
NC_009677	Mammalia	Meles anakuma	5339	6883
NC_009678	Mammalia	Martes melampus	5341	6885
NC_009683		Calotes versicolor	5152	6693
NC_009684		Anas platyrhynchos	6450	8000
NC_009685	Mammalia	Gulo gulo	5338	6882
NC_009686	Mammalia	Canis lupus lupus	5350	6894
NC_009691	Mammalia	Ailurus fulgens styani	5352	6896
NC_009692	Mammalia	Enhydra lutris	5344	6888
NC_009709	Actinopterygii	Hippoglossus hippoglossus	5504	7069
NC_009710	Actinopterygii	Hippoglossus stenolepis	5504	7069
NC_009711	Actinopterygii	Reinhardtius hippoglossoides	5503	7068
NC_009732		Paleosuchus trigonatus	5299	6853
NC_009736		Egretta eulophotes	7408	8958
NC_009747	Mammalia	Chlorocebus pygerythrus	5323	6862
NC_009748	Mammalia	Chlorocebus tantalus	5320	6859
NC_009768		Agkistrodon piscivorus	6238	7783
NC_009773	Actinopterygii	Anarhichas lupus	5477	7027
NC_009775		Asymmetron sp. A TK-2007	1	1548
NC_009849	Mammalia	Camelus dromedarius	5333	6877
NC_009851	Actinopterygii	Luvarus imperialis	5477	7027
NC_009852	Actinopterygii	Zanclus cornutus	5498	7048
NC_009853	Actinopterygii	Naso lopezi	5487	7037
NC_009854	Actinopterygii	Spicara maena	5486	7051
NC_009856	Actinopterygii	Diagramma picta	5488	7050
NC_009857	Actinopterygii	Parapristipoma trilineatum	5518	7068
NC_009858	Actinopterygii	Monodactylus argenteus	5483	7033
NC_009859	Actinopterygii	Triodon macropterus	5477	7027
NC_009860	Actinopterygii	Macrorhamphosodes uradoi	5493	7058
NC_009861	Actinopterygii	Triacanthodes anomalus	5490	7055
NC_009862	Actinopterygii	Trixiphichthys weberi	5493	7052
NC_009863	Actinopterygii	Triacanthus biaculeatus	5488	7032
NC_009864	Actinopterygii	Kentrocapros aculeatus	5481	7031
NC_009865	Actinopterygii	Ostracion immaculatus	5480	7030
NC_009866	Actinopterygii	Diodon holocanthus	5468	7024
NC_009867	Actinopterygii	Doederleinia berycoides	5500	7062
NC_009868	Actinopterygii	Coreoperca kawamebari	5461	7011
NC_009869	Actinopterygii	Lutjanus rivulatus	5483	7033
NC_009870	Actinopterygii	Chaetodon auripes	5488	7032
NC_009871	Actinopterygii	Heniochus diphreutes	5528	7072
NC_009872	Actinopterygii	Centropyge loricula	5676	7226
NC_009873	Actinopterygii	Chaetodontoplus septentrionalis	5644	7194
NC_009874	Actinopterygii	Zebrasoma flavescens	5480	7030
NC_009886		Bufo japonicus	7882	9423
NC_009948	Actinopterygii	Stylephorus chordatus	5462	7027
NC_009968	Mammalia	Helarctos malayanus	6233	7777
NC_009969	Mammalia	Tremarctos ornatus	6209	7753
NC_009970	Mammalia	Melursus ursinus	6264	7808
NC_009971	Mammalia	Ursus thibetanus	6243	7787
NC_010007	Actinopterygii	Salmo trutta trutta	5475	7025
NC_010089		Phoenicopterus roseus	5400	6950
NC_010091		Rhynochetos jubatus	5363	6913
NC_010092		Porphyrio hochstetteri	5371	6921
NC_010094		Archilochus colubris	5377	6927
NC_010095		Tachybaptus novaehollandiae	5387	6937
NC_010108	Actinopterygii	Acanthurus lineatus	5475	7024
NC_010110	Actinopterygii	Puntigrus tetrazona	5486	7036
NC_010121	Actinopterygii	Boreogadus saida	5633	7183
NC_010122	Actinopterygii	Arctogadus glacialis	5443	6993
NC_010156	Actinopterygii	Hypophthalmichthys molitrix	5495	7045
NC_010194	Actinopterygii	Hypophthalmichthys nobilis	5493	7043
NC_010195		Meleagris gallopavo	5419	6969
NC_010196		Indotyphlops braminus	5105	6664
NC_010199	Actinopterygii	Odontobutis platycephala	5462	7015
NC_010200		Enhydris plumbea	6319	7920
NC_010205	Actinopterygii	Pteragogus flagellifer	5481	7031
NC_010223		Deinagkistrodon acutus	6415	8016
NC_010224		Hynobius quelpaertensis	5355	6905
NC_010227		Acrocephalus scirpaceus	5412	6962
NC_010228		Sylvia atricapilla	5412	6962
NC_010229		Sylvia crassirostris	5412	6962
NC_010232		Hyla japonica	9640	11181
NC_010233		Microhyla okinavensis	6861	8411
NC_010234	Actinopterygii	Xyrauchen texanus	5489	7039
NC_010264	Actinopterygii	Eurypegasus draconis	5446	6996
NC_010265	Actinopterygii	Macroramphosus scolopax	5473	7023
NC_010267	Actinopterygii	Solenostomus cyanopterus	5363	6916
NC_010268	Actinopterygii	Aulorhynchus flavidus	5452	7002
NC_010269	Actinopterygii	Aulostomus chinensis	4190	5740
NC_010271	Actinopterygii	Pegasus volitans	5452	7011
NC_010272	Actinopterygii	Hippocampus kuda	5465	7018
NC_010273	Actinopterygii	Oostethus brachyurus	5441	6990
NC_010274	Actinopterygii	Fistularia commersonii	5466	7016
NC_010288	Actinopterygii	Ctenopharyngodon idella	5492	7042
NC_010299	Mammalia	Daubentonia madagascariensis	5356	6898
NC_010300	Mammalia	Eulemur mongoz	5349	6890
NC_010301	Mammalia	Dendrohyrax dorsalis	5322	6866
NC_010302	Mammalia	Trichechus manatus	5336	6877
NC_010304	Mammalia	Eremitalpa granti	5313	6854
NC_010339	Mammalia	Mus musculus musculus	5330	6874
NC_010340	Mammalia	Canis lupus chanco	5349	6893
NC_010497	Mammalia	Spilogale putorius	5347	6891
NC_010570	Actinopterygii	Arapaima gigas	5474	7030
NC_010638	Mammalia	Panthera uncia	6099	7643
NC_010639		Mecistops cataphractus	5316	6908
NC_010640	Mammalia	Capricornis swinhoei	5326	6870
NC_010641	Mammalia	Panthera pardus	6305	7849
NC_010642	Mammalia	Panthera tigris	6280	7824
NC_010649	Actinopterygii	Cobitis choii	5462	7012
NC_010650	Mammalia	Mus terricolor	5326	6870
NC_010767		Syrmaticus soemmerringii ijimae	6556	8106
NC_010768	Actinopterygii	Carassius cuvieri	6403	7953
NC_010770		Syrmaticus reevesii	6547	8097
NC_010771		Syrmaticus ellioti	6557	8107
NC_010774		Syrmaticus humiae	6558	8108
NC_010778		Phasianus versicolor	6558	8108
NC_010781		Lophura ignita	6548	8098
NC_010957	Actinopterygii	Monotaxis grandoculis	5489	7039
NC_010958	Actinopterygii	Capros aper	5476	7026
NC_010959	Actinopterygii	Oncorhynchus gorbuscha	6597	8147
NC_010960	Actinopterygii	Sphoeroides pachygaster	5456	7015
NC_010963	Actinopterygii	Lutjanus russellii	5482	7032
NC_010965		Cairina moschata	6457	8007
NC_010966	Actinopterygii	Platichthys stellatus	5501	7060
NC_010968	Actinopterygii	Oplegnathus fasciatus	5490	7040
NC_010970		Cyclemys atripons	5382	6929
NC_010971		Amerotyphlops reticulatus	5140	6675
NC_010972		Anolis carolinensis	5258	6802
NC_010973		Cuora mouhotii	5391	6938
NC_010974		Varanus salvator	5187	6782
NC_010975	Actinopterygii	Arothron firmamentum	5462	7021
NC_010977	Actinopterygii	Acanthopagrus latus	5479	7044
NC_010978	Actinopterygii	Canthigaster coronata	5452	7011
NC_010979	Actinopterygii	Canthigaster rivulata	5452	7011
NC_011006	Actinopterygii	Leptochilichthys agassizii	5472	7022
NC_011007	Actinopterygii	Maulisia mauli	5460	7008
NC_011008	Actinopterygii	Narcetes erimelas	5465	7015
NC_011009	Actinopterygii	Normichthys operosus	5517	7065
NC_011010	Actinopterygii	Sagamichthys abei	5453	7001
NC_011012	Actinopterygii	Alepocephalus bicolor	5466	7016
NC_011015	Actinopterygii	Bathyprion danae	5461	7011
NC_011017	Actinopterygii	Bathytroctes microlepis	5462	7012
NC_011018	Actinopterygii	Gonorynchus abbreviatus	5515	7061
NC_011029	Mammalia	Ochotona curzoniae	5337	6878
NC_011049		Bombina maxima	5353	6906
NC_011053	Mammalia	Propithecus coquereli	5350	6894
NC_011074		Tomistoma schlegelii	4884	6467
NC_011111	Actinopterygii	Epinephelus coioides	5501	7051
NC_011112	Mammalia	Ursus spelaeus	6227	7771
NC_011113	Actinopterygii	Epinephelus akaara	5507	7057
NC_011116	Mammalia	Arctodus simus	6204	7748
NC_011117	Mammalia	Ursus thibetanus ussuricus	1	1545
NC_011118	Mammalia	Ursus thibetanus thibetanus	6938	8482
NC_011120	Mammalia	Gorilla gorilla gorilla	5326	6862
NC_011124	Mammalia	Ailurus fulgens	5350	6894
NC_011125	Mammalia	Meles meles	5342	6886
NC_011137	Mammalia	Homo sapiens neanderthalensis	5899	7440
NC_011141	Actinopterygii	Mylopharyngodon piceus	5494	7044
NC_011161	Actinopterygii	Pseudopungtungia nigra	10106	11656
NC_011168	Actinopterygii	Hypselecara temporalis	5475	7037
NC_011169	Actinopterygii	Ptychochromoides katria	5484	7073
NC_011170	Actinopterygii	Paratilapia polleni	5474	7024
NC_011171	Actinopterygii	Tylochromis polylepis	5486	7057
NC_011172	Actinopterygii	Oryzias sarasinorum	5457	7007
NC_011173	Actinopterygii	Hyporhamphus sajori	5650	7203
NC_011174	Actinopterygii	Menidia menidia	5482	7032
NC_011175	Actinopterygii	Odontesthes sp. Odsp-001	5477	7027
NC_011176	Actinopterygii	Aplocheilus panchax	5469	7019
NC_011177	Actinopterygii	Paretroplus maculatus	5485	7074
NC_011178	Actinopterygii	Iso hawaiiensis	5483	7033
NC_011179	Actinopterygii	Etroplus maculatus	5472	7028
NC_011180	Actinopterygii	Ablennes hians	5522	7075
NC_011192	Actinopterygii	Procypris rabaudi	5481	7031
NC_011196		Anser anser	5413	6963
NC_011198		Chelydra serpentina	5395	6942
NC_011199	Actinopterygii	Halichoeres trimaculatus	5552	7102
NC_011208	Actinopterygii	Distoechodon tumirostris	5493	7043
NC_011209	Actinopterygii	Misgurnus anguillicaudatus	5463	7013
NC_011210	Actinopterygii	Psilorhynchus homaloptera	5490	7040
NC_011211	Actinopterygii	Rhodeus ocellatus	5485	7035
NC_011218	Mammalia	Canis lupus laniger	5351	6895
NC_011219	Actinopterygii	Rachycentron canadum	5496	7049
NC_011275	Actinopterygii	Lutjanus bengalensis	5488	7038
NC_011304	Mammalia	Rhinolophus formosae	5347	6891
NC_011307		Falco tinnunculus	5443	6993
NC_011319	Actinopterygii	Anoplocapros lenticularis	5485	7035
NC_011321	Actinopterygii	Xenobalistes tumidipectoris	5473	7023
NC_011323	Actinopterygii	Aluterus scriptus	5474	7024
NC_011325	Actinopterygii	Cantherhines pardalis	5467	7017
NC_011327	Actinopterygii	Thamnaconus modestus	5465	7015
NC_011330	Actinopterygii	Lactoria diaphana	5479	7029
NC_011331	Actinopterygii	Chilomycterus reticulatus	5465	7021
NC_011343	Actinopterygii	Scarus rubroviolaceus	5565	7115
NC_011358	Mammalia	Lutra lutra	5344	6888
NC_011361	Actinopterygii	Micropterus dolomieu	5478	7028
NC_011379	Actinopterygii	Xiphophorus maculatus	5467	7023
NC_011380	Actinopterygii	Fundulus olivaceus	5472	7025
NC_011381	Actinopterygii	Xenotoca eiseni	5674	7224
NC_011387	Actinopterygii	Jordanella floridae	5469	7022
NC_011388	Actinopterygii	Elassoma zonatum	5427	6977
NC_011390		Gloydius brevicaudus	6224	7825
NC_011391		Daboia russelii	6300	7901
NC_011392		Bungarus multicinctus	6169	7776
NC_011393		Bungarus fasciatus	6184	7785
NC_011394		Ophiophagus hannah	6196	7797
NC_011569	Actinopterygii	Aulichthys japonicus	5455	7005
NC_011570	Actinopterygii	Gasterosteus wheatlandi	5462	7012
NC_011571	Actinopterygii	Pungitius pungitius	5462	7012
NC_011573		Trachemys scripta	5407	6951
NC_011575	Actinopterygii	Anguilla luzonensis	5500	7092
NC_011576		Achalinus meiguensis	6210	7811
NC_011577	Actinopterygii	Culaea inconstans	5456	7006
NC_011578	Actinopterygii	Lutjanus kasmira	5489	7039
NC_011579	Mammalia	Martes zibellina	5340	6884
NC_011580	Actinopterygii	Apeltes quadracus	5454	7004
NC_011582	Actinopterygii	Spinachia spinachia	5449	6999
NC_011599	Actinopterygii	Scarus ghobban	5566	7116
NC_011606		Phoenicolacerta kulzeri	5292	6836
NC_011607		Podarcis muralis	5331	6875
NC_011609		Podarcis siculus	5345	6889
NC_011621	Actinopterygii	Takifugu poecilonotus	5446	7005
NC_011622	Actinopterygii	Takifugu exascurus	5446	7005
NC_011624	Actinopterygii	Takifugu chrysops	5445	7004
NC_011625	Actinopterygii	Takifugu niphobles	5445	7004
NC_011626	Actinopterygii	Takifugu obscurus	5446	7005
NC_011627	Actinopterygii	Takifugu pardalis	5446	7005
NC_011628	Actinopterygii	Takifugu porphyreus	5445	7004
NC_011629	Actinopterygii	Takifugu stictonotus	5446	7005
NC_011630	Actinopterygii	Takifugu snyderi	5446	7005
NC_011631	Actinopterygii	Takifugu vermicularis	5446	7005
NC_011632	Actinopterygii	Takifugu xanthopterus	5444	7003
NC_011633	Actinopterygii	Takifugu chinensis	5446	7005
NC_011634	Actinopterygii	Takifugu oblongus	5445	7004
NC_011635	Actinopterygii	Takifugu ocellatus	5445	7004
NC_011636	Actinopterygii	Torquigener brevipinnis	5442	7001
NC_011637	Actinopterygii	Lagocephalus wheeleri	5444	6994
NC_011638	Mammalia	Rattus tanezumi	5313	6857
NC_011707	Actinopterygii	Pampus sp. LY-2009	5579	7132
NC_011708		Agapornis roseicollis	5363	6910
NC_011709		Eudynamys taitensis	5400	6950
NC_011710	Actinopterygii	Larimichthys crocea	5485	7041
NC_011711		Geococcyx californianus	5405	6955
NC_011712		Todiramphus sanctus vagans	5362	6912
NC_011714		Trogon viridis	5448	6998
NC_011715	Actinopterygii	Epinephelus lanceolatus	5501	7051
NC_011716		Eurystomus orientalis	5414	6964
NC_011718		Aegotheles cristatus	5387	6937
NC_011764		Eremias brenchleyi	5290	6834
NC_011815		Manouria impressa	5384	6934
NC_011816		Bambusicola thoracicus	6590	8140
NC_011817		Francolinus pintadeanus	6561	8111
NC_011818		Accipiter gentilis	9994	11544
NC_011819		Sacalia quadriocellata	5678	7219
NC_011821	Mammalia	Hydropotes inermis	5325	6869
NC_011822	Mammalia	Lama guanicoe	5336	6880
NC_011921	Actinopterygii	Nelusetta ayraudi	5465	7015
NC_011922	Actinopterygii	Sinogastromyzon puliensis	5468	7018
NC_011924	Actinopterygii	Rudarius ercodes	5442	6998
NC_011925	Actinopterygii	Monacanthus chinensis	5460	7010
NC_011926	Actinopterygii	Scobinichthys granulatus	5465	7015
NC_011927	Actinopterygii	Oxymonacanthus longirostris	5639	7189
NC_011928	Actinopterygii	Scarus forsteni	5564	7114
NC_011929	Actinopterygii	Paraluteres prionurus	5455	7005
NC_011931	Actinopterygii	Paramonacanthus choirocephalus	5459	7009
NC_011932	Actinopterygii	Pervagor janthinosoma	5460	7010
NC_011933	Actinopterygii	Pseudomonacanthus peroni	5462	7012
NC_011934	Actinopterygii	Balistoides conspicillum	5468	7018
NC_011935	Actinopterygii	Canthidermis maculata	5486	7036
NC_011936	Actinopterygii	Scarus schlegeli	5577	7127
NC_011937	Actinopterygii	Melichthys vidua	5478	7028
NC_011938	Actinopterygii	Odonus niger	5474	7024
NC_011939	Actinopterygii	Pseudobalistes flavimarginatus	5473	7023
NC_011940	Actinopterygii	Brachaluteres ulvarum	5452	7002
NC_011941	Actinopterygii	Rhinecanthus aculeatus	5480	7030
NC_011943	Actinopterygii	Abalistes stellaris	5484	7034
NC_011945	Actinopterygii	Xanthichthys auromarginatus	5473	7023
NC_011946	Actinopterygii	Balistapus undulatus	5477	7027
NC_011947	Actinopterygii	Acanthaluteres brownii	5467	7017
NC_011948	Actinopterygii	Balistes vetula	5477	7027
NC_011950	Actinopterygii	Acreichthys tomentosus	5459	7009
NC_011951	Actinopterygii	Chaetodermis penicilligerus	5460	7010
NC_011952	Actinopterygii	Amanses scopas	5473	7023
NC_011953	Actinopterygii	Eubalichthys mosaicus	5467	7017
NC_011955	Actinopterygii	Pseudalutarius nasicornis	5634	7184
NC_011956	Actinopterygii	Meuschenia hippocrepis	5466	7016
NC_012043	Actinopterygii	Eutaeniophorus festivus	5453	7003
NC_012044	Actinopterygii	Parataeniophorus gulosus	5465	7015
NC_012045	Actinopterygii	Ataxolepis apus	5453	7003
NC_012046	Actinopterygii	Barbourisia rufa	5483	7033
NC_012047	Actinopterygii	Procetichthys kreffti	5477	7027
NC_012048	Actinopterygii	Cetomimus sp. AMS I34481001	5454	7004
NC_012049	Actinopterygii	Gyrinomimus sp. UW 113191	5453	7003
NC_012050	Actinopterygii	Gyrinomimus myersi	5452	7002
NC_012051	Mammalia	Stenella attenuata	5363	6913
NC_012053	Mammalia	Stenella coeruleoalba	5363	6913
