	NC_018052	NC_014288	NC_024102	NC_022729	NC_028341	NC_024110	NC_023455	NC_022732	NC_023361	NC_026208	NC_026696	NC_022821	NC_002012	NC_017882	NC_026210	NC_024862	NC_030254	NC_030328	NC_023521	NC_022193	NC_025954	NC_026871	NC_030216	NC_022841	NC_021963	NC_003137	NC_028537	NC_023948	NC_023266	NC_028337	NC_028344	NC_007173	NC_024059	NC_024599	NC_024937	NC_024276	NC_022148	NC_030271	NC_026774	NC_024570	NC_014284	NC_030189	NC_024284	NC_023505	NC_025942	NC_028339	NC_000893	NC_029324	NC_021443	NC_026307	NC_022822	NC_022691	NC_026216	NC_025778	NC_025512	NC_023951	NC_029493	NC_020611	NC_000890	NC_025520	NC_001950	NC_028343	NC_029843	NC_023525	NC_022679	NC_024596	NC_021442	NC_025578	NC_022415	NC_022819	NC_027182	NC_029399	NC_029480	NC_021132	NC_023808	NC_023527	NC_023116	NC_028325	NC_022735	NC_027497	NC_028338	NC_022731	NC_022837	NC_027521	NC_014292	NC_021615	NC_003136	NC_016429	NC_028342	NC_024101	NC_023944	NC_026287	NC_021768	NC_024055	NC_007230	NC_022730	NC_022733	NC_014281	NC_025498	NC_027081	NC_019641	NC_023522	NC_027649	NC_016686	NC_028340	NC_029400	NC_030215	NC_028508	NC_025328	NC_024269	NC_022734	NC_023520	NC_026285
NC_025512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_023951	0	0	0	0	0	0	0	0	0	0	0	44	0	0	38	0	43	0	0	0	0	0	0	29	0	0	0	0	0	0	0	48	38	0	47	0	0	0	0	39	0	0	0	45	37	0	45	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	50	0	0	0	0	0	0
NC_029493	0	0	0	0	39	0	35	33	46	0	51	0	36	44	0	40	0	0	36	44	0	40	37	0	0	39	45	40	37	41	105	0	44	0	0	0	43	0	45	0	0	27	41	0	0	38	0	0	45	0	40	0	44	46	0	0	0	43	40	43	33	44	39	0	43	44	43	0	39	45	0	40	48	0	0	43	0	0	44	0	38	42	0	0	0	46	0	0	40	32	0	48	45	46	0	42	33	0	0	48	0	46	0	44	49	40	0	39	0	36	0	42	0
NC_020611	44	0	0	41	18	39	43	39	32	0	23	0	47	46	0	19	0	0	11	35	0	26	33	0	0	44	46	15	38	28	49	0	41	0	0	36	46	0	29	0	0	46	17	0	0	20	0	0	40	0	41	35	48	37	0	0	43	0	32	4	40	27	30	0	31	15	40	37	36	21	0	39	40	0	0	33	0	0	35	0	27	37	0	0	0	42	0	0	27	34	0	19	25	16	0	47	47	0	0	11	0	17	0	40	25	35	0	34	40	35	37	43	0
NC_000890	41	0	0	43	30	0	39	45	33	0	45	0	43	44	0	28	0	0	29	40	0	38	40	0	0	42	48	31	35	35	66	0	42	0	0	40	42	0	37	0	0	43	34	0	0	31	0	0	40	0	36	41	43	40	0	0	40	32	0	37	45	40	37	0	38	37	40	39	43	36	0	43	43	0	0	29	0	0	50	0	35	38	0	0	0	52	0	0	36	46	0	38	32	42	0	43	40	0	0	38	0	43	0	40	41	42	0	34	42	47	45	44	0
NC_025520	48	0	0	34	17	37	38	36	33	0	23	33	44	45	0	18	0	0	13	33	0	28	34	0	0	43	37	15	39	30	51	0	38	0	0	40	42	0	29	0	0	41	18	0	0	19	0	0	44	0	41	35	43	39	0	0	43	4	37	0	34	32	30	0	29	16	44	42	34	24	0	38	37	0	0	32	0	0	33	0	29	41	0	0	0	48	0	0	26	32	0	25	30	19	0	42	48	0	0	16	0	16	0	40	35	32	0	33	42	40	37	42	0
NC_001950	34	0	0	42	35	0	40	37	40	0	38	0	41	39	0	37	0	0	35	45	0	40	46	0	0	36	44	39	39	44	103	0	38	0	0	37	41	0	38	0	0	38	42	0	0	39	0	0	39	41	40	34	40	41	0	0	33	40	45	34	0	48	43	0	46	49	39	32	44	41	0	44	0	0	0	45	0	0	42	0	47	0	0	0	0	44	0	0	46	42	0	46	41	48	0	41	37	0	0	46	0	50	0	40	45	51	0	44	31	45	43	45	0
NC_028343	41	0	0	0	10	35	41	42	19	0	35	0	45	47	0	24	0	0	24	36	0	36	33	0	0	39	44	31	41	18	35	0	45	0	0	36	46	0	36	0	0	39	29	0	0	1	0	0	42	0	41	37	47	36	0	0	44	27	40	32	48	0	31	0	23	18	38	37	38	25	0	44	36	0	0	29	0	0	40	0	14	44	0	0	0	44	0	0	12	40	0	25	18	24	0	44	0	0	0	19	0	21	0	41	15	35	0	31	41	37	43	40	0
NC_029843	38	0	0	0	33	45	43	36	36	0	44	0	43	44	0	31	0	0	30	37	0	36	36	0	0	42	36	32	40	35	66	0	43	0	0	36	42	0	39	0	0	41	35	0	0	30	0	0	41	0	43	40	41	40	0	0	39	30	37	30	43	31	0	0	37	32	42	37	46	34	0	45	45	0	0	32	0	0	37	0	39	41	0	0	0	45	0	0	39	43	0	39	40	40	0	39	40	0	0	37	0	38	0	45	37	41	0	38	39	41	42	48	0
NC_023525	0	0	0	0	0	0	0	0	0	51	0	0	0	0	51	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	47	0	40	58	0	52	0	0	39	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	54	0	36	0	0	0	0	0	0	0	0	0	45
NC_022679	40	0	0	0	24	0	37	34	30	0	38	0	33	50	0	22	0	0	29	33	0	35	38	0	0	44	41	27	35	30	50	0	39	0	0	37	39	0	33	0	0	41	29	0	0	23	0	0	40	0	39	36	42	34	0	0	43	31	38	29	46	23	37	0	0	37	40	0	41	36	0	44	37	0	0	39	0	0	41	0	28	42	0	0	0	43	0	0	26	36	0	31	25	33	0	38	0	0	0	27	0	29	0	46	35	38	0	25	0	41	42	45	0
NC_024596	36	0	0	0	20	37	43	40	29	0	26	0	46	44	0	15	0	0	17	34	0	32	40	0	0	40	39	26	35	24	43	0	45	0	0	38	40	0	37	0	0	46	25	0	0	18	0	0	43	0	36	38	42	39	0	0	44	15	37	16	49	18	32	0	37	0	40	34	42	26	0	44	43	0	0	33	0	0	39	0	28	39	0	0	0	42	0	0	27	39	0	23	25	24	0	41	41	0	0	21	0	25	0	38	23	38	0	32	37	37	40	44	0
NC_021442	41	0	0	37	42	0	43	42	37	0	45	0	41	40	0	38	0	0	33	38	0	42	44	0	0	40	41	45	36	42	96	0	43	0	0	44	43	0	42	0	0	45	49	0	0	37	0	0	31	0	38	38	30	40	0	0	43	40	40	44	39	38	42	0	40	40	0	37	40	42	0	40	36	0	0	40	0	0	37	0	38	35	0	0	0	39	0	0	41	45	0	41	39	44	0	36	34	0	0	39	0	40	0	44	46	40	0	39	39	38	37	42	0
NC_025578	35	0	0	37	37	41	37	35	0	0	41	0	41	0	0	38	0	0	39	0	0	37	34	0	0	49	50	36	0	36	0	0	45	0	0	41	0	0	33	0	0	0	50	0	0	37	0	0	43	0	38	0	44	32	0	0	0	37	39	42	32	37	37	0	0	34	37	0	47	40	0	0	0	0	0	40	0	0	42	0	41	36	0	0	0	39	0	0	38	0	0	39	38	37	0	41	37	0	0	39	0	0	0	0	32	35	0	36	10	0	43	0	0
NC_022415	46	0	0	0	39	42	42	0	41	0	36	0	44	45	0	35	0	0	36	37	0	44	46	0	0	45	44	40	40	47	117	0	45	0	0	44	42	0	40	0	0	44	45	0	0	37	0	0	32	0	43	37	42	40	0	0	39	36	43	34	44	38	46	0	41	42	40	47	0	37	0	45	43	0	0	37	0	0	35	0	44	39	0	0	0	39	0	0	43	39	0	40	43	38	0	0	36	0	0	44	0	37	0	47	34	36	0	39	38	39	38	40	0
NC_022819	40	0	0	35	21	36	44	40	25	0	38	0	40	42	0	24	0	0	22	40	0	32	39	0	0	41	41	24	41	29	51	0	40	35	40	38	37	0	25	0	0	44	24	0	0	25	0	0	41	0	45	35	39	39	0	0	45	21	36	24	41	25	34	0	36	26	42	40	37	0	0	42	35	0	0	31	0	0	39	0	34	44	0	0	0	43	0	0	34	40	0	32	28	26	0	37	39	0	0	25	0	25	0	43	28	39	0	30	38	42	39	46	0
NC_027182	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	44	0	0	0	50	0	0	45	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0
NC_029399	41	0	0	42	48	36	41	34	41	0	39	0	45	41	0	41	0	0	41	42	0	41	45	0	0	43	45	44	42	42	86	0	48	0	0	34	39	0	37	0	0	40	42	0	0	44	0	0	45	0	35	41	47	37	0	0	40	39	43	38	44	44	45	0	44	44	40	0	45	42	0	0	0	0	0	41	0	0	48	0	40	43	0	0	0	52	0	0	41	45	0	50	45	46	0	38	47	0	0	49	0	46	0	52	46	45	0	42	32	46	48	42	0
NC_029480	39	0	0	0	34	0	42	30	39	0	38	0	0	47	0	42	0	0	39	43	0	38	44	0	0	41	45	39	44	41	123	0	46	0	0	0	46	0	43	0	0	47	41	0	0	35	0	0	44	0	48	0	38	41	0	0	48	40	43	37	0	36	45	0	37	43	36	0	43	35	0	0	0	0	0	39	0	0	0	0	38	0	0	0	0	51	0	0	39	0	0	37	36	36	0	32	0	0	0	39	0	41	0	39	41	34	0	36	0	0	0	40	0
NC_021132	0	0	44	0	0	0	0	0	0	48	0	0	0	0	45	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	43	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	38	0	0	0	56	0	49	55	0	60	0	0	41	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	38	0	50	0	0	0	0	0	0	0	0	0	40
NC_023808	0	0	39	0	0	0	0	0	0	43	0	0	0	0	47	0	47	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	56	0	0	45	44	0	50	0	0	45	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	56	0	46	0	0	0	0	0	0	0	0	0	49
NC_023527	42	0	0	0	33	35	35	43	33	0	42	0	39	49	0	32	0	0	23	41	0	35	38	0	0	42	41	27	34	31	53	0	47	0	0	39	44	0	30	0	0	42	41	0	0	29	0	0	42	0	39	41	40	42	0	0	43	33	29	32	45	29	32	0	39	33	40	40	37	31	0	41	39	0	0	0	0	0	42	0	34	46	0	0	0	46	0	0	34	35	0	33	36	37	0	45	40	0	0	39	0	36	0	47	46	40	0	36	49	44	40	47	0
NC_023116	0	0	37	0	0	0	0	0	0	44	0	0	0	0	55	0	41	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	45	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	37	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	49	45	0	0	45	0	45	0	0	48	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	52	0	40	0	0	0	0	0	0	0	0	0	48
NC_028325	0	0	0	0	0	0	0	0	0	49	0	0	0	0	45	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	55	44	0	45	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	50	0	48	0	0	0	0	0	0	0	0	0	48
NC_022735	42	0	0	43	29	0	51	42	35	0	38	0	40	46	0	34	0	0	33	41	0	34	39	0	0	40	38	36	35	36	73	0	45	0	0	33	43	0	36	0	0	33	42	0	0	37	0	0	50	0	48	38	48	43	0	0	44	35	50	33	42	40	37	0	41	39	37	42	35	39	0	48	0	0	0	42	0	0	0	0	33	47	0	0	0	48	0	0	35	38	0	39	36	36	0	36	42	0	0	37	0	38	0	50	48	47	0	42	46	48	37	50	0
NC_027497	0	0	0	0	0	0	0	0	0	56	0	0	0	0	53	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	60	50	0	45	46	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	52	0	38	0	0	0	0	0	0	0	0	0	46
NC_028338	40	0	0	0	16	37	41	38	16	0	32	0	48	50	0	21	0	0	23	35	0	34	31	0	0	41	46	31	40	1	6	0	43	0	0	37	45	0	32	0	0	43	31	0	0	13	0	0	39	0	43	39	44	31	0	0	38	27	35	29	47	14	39	0	28	28	38	41	44	34	0	40	38	0	0	34	0	0	33	0	0	39	0	0	0	39	0	0	4	49	0	27	16	24	0	42	37	0	0	27	0	29	0	42	23	35	0	33	39	45	32	45	0
NC_022731	37	0	0	48	37	0	37	46	44	0	49	0	41	39	0	41	0	0	46	0	0	47	43	0	0	42	42	49	33	38	109	0	38	0	0	43	42	0	46	0	0	36	40	0	0	42	0	0	35	0	37	0	46	40	0	0	42	37	38	41	0	44	41	0	42	39	35	36	39	44	0	43	0	0	0	46	0	0	47	0	39	0	0	0	0	42	0	0	38	0	0	39	41	38	0	47	39	0	0	40	0	40	0	33	42	43	0	42	40	0	41	43	0
NC_022837	0	0	0	0	0	0	0	0	0	41	0	0	0	0	41	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	41	45	0	48	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	41	0	45	0	0	0	0	0	0	0	0	0	42
NC_027521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	29	0	0	0	0	0	0	37	0	49	0	0	0	0	0	0	0	0	0	28	43	0	29	32	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	6	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_014292	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_021615	40	0	0	43	40	34	40	32	37	0	50	0	46	48	0	44	0	0	43	43	0	45	44	0	0	32	37	44	34	39	91	0	40	0	0	44	44	0	44	0	0	41	39	0	0	42	0	0	45	0	41	42	44	42	0	0	46	42	52	48	44	44	45	0	43	42	39	39	39	43	0	52	51	0	0	46	0	0	48	0	39	42	0	0	0	0	0	0	40	44	0	44	36	40	0	38	37	0	0	41	0	38	0	44	43	39	0	40	40	38	47	36	0
NC_003136	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_016429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	51	0	0	0	0	0	51	40	0	0	0	0	0	0	44	0	52	0	0	0	0	0	0	0	0	0	38	43	0	28	47	0	54	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	33	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_028342	39	0	0	0	16	39	41	39	16	0	32	0	48	48	0	21	0	0	23	36	0	30	31	0	0	41	45	30	37	4	8	0	42	0	0	41	42	0	34	0	0	42	31	0	0	12	0	0	39	0	40	38	43	28	0	0	40	27	36	26	46	12	39	0	26	27	41	38	43	34	0	41	39	0	0	34	0	0	35	0	4	38	0	0	0	40	0	0	0	46	0	31	17	26	0	43	37	0	0	31	0	31	0	41	22	36	0	34	40	47	33	42	0
NC_024101	0	0	0	0	42	37	45	0	40	0	39	0	37	0	0	41	0	0	32	42	0	36	49	0	0	51	39	37	44	49	107	0	0	0	0	0	39	0	39	0	0	0	39	0	0	39	0	0	41	0	47	24	47	39	0	0	32	34	46	32	42	40	43	0	36	39	45	0	39	40	0	45	0	0	0	35	0	0	38	0	49	0	0	0	0	44	0	0	46	0	0	34	41	37	0	0	0	0	0	35	0	33	0	0	38	40	0	40	0	29	0	39	0
NC_023944	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	42	0	0	0	0	0	0	27	0	0	0	0	0	0	33	0	48	42	0	0	0	0	0	0	0	0	22	42	0	31	30	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	33	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_026287	41	0	0	0	19	38	42	38	30	0	24	0	39	45	0	23	0	0	23	38	0	36	34	0	0	47	44	27	37	27	48	0	41	0	0	42	44	0	33	0	0	44	28	0	0	25	0	0	44	0	40	38	46	38	0	0	48	19	38	25	46	25	39	0	31	23	41	39	40	32	0	50	37	0	0	33	0	0	39	0	27	39	0	0	0	44	0	0	31	34	0	0	32	22	0	36	33	0	0	24	0	30	0	48	34	36	0	43	42	40	39	38	0
NC_021768	39	0	0	0	15	36	37	34	16	0	36	0	45	43	0	22	0	0	23	36	0	32	35	0	0	44	49	32	36	16	30	0	43	0	0	36	42	0	36	0	0	43	32	0	0	17	0	0	40	0	40	38	45	30	0	0	45	25	32	30	41	18	40	0	25	25	39	38	43	28	0	45	36	0	0	36	0	0	36	0	16	41	0	0	0	36	0	0	17	41	0	32	0	23	0	38	44	0	0	21	0	26	0	50	20	35	0	26	32	36	40	40	0
NC_024055	45	0	0	43	20	37	35	38	29	0	31	0	41	45	0	21	0	0	22	32	0	33	34	0	0	41	44	25	43	23	49	0	44	0	0	40	46	0	30	0	0	40	19	0	0	24	0	0	43	0	41	35	50	36	0	0	46	16	42	19	48	24	40	0	33	24	44	37	38	26	0	46	36	0	0	37	0	0	36	0	24	38	0	0	0	40	0	0	26	37	0	22	23	0	0	41	40	0	0	17	0	19	0	42	22	40	0	30	36	38	40	38	0
NC_007230	0	0	47	0	0	0	0	0	0	48	0	0	0	0	48	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	46	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	48	47	0	50	46	0	49	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	41	0	0	0	0	0	0	0	0	0	50
NC_022730	37	0	0	51	36	0	43	36	36	0	39	0	40	44	0	40	0	0	39	41	0	43	43	0	0	40	42	42	33	42	0	0	43	0	0	47	42	0	0	0	0	37	41	0	0	44	0	0	47	0	38	0	45	0	0	0	42	47	43	42	41	44	39	0	38	41	36	41	0	37	0	38	32	0	0	45	0	0	36	0	42	47	0	0	0	38	0	0	43	0	0	36	38	41	0	0	46	0	0	41	0	46	0	41	0	37	0	35	41	0	37	38	0
NC_022733	42	0	0	45	39	0	40	71	42	0	43	0	38	45	0	39	0	0	38	42	0	41	37	0	0	34	41	39	35	36	99	0	42	0	0	43	39	0	36	0	0	37	38	0	0	0	0	0	43	0	40	0	37	30	0	0	33	47	40	48	37	0	40	0	0	41	34	37	36	39	0	47	0	0	0	40	0	0	42	0	37	39	0	0	0	37	0	0	37	0	0	33	44	40	0	46	0	0	0	40	0	37	0	40	37	35	0	0	36	0	41	39	0
NC_014281	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_025498	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	45	0	0	0	0	0	0	29	0	0	0	0	0	0	38	0	50	0	0	0	0	0	0	0	0	0	29	44	0	37	39	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	42	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_027081	44	0	0	40	19	35	43	39	28	0	24	0	43	51	0	17	0	0	20	36	0	30	37	0	0	42	43	22	41	27	52	0	44	0	0	39	43	0	32	0	0	40	21	0	0	16	0	0	47	0	39	40	43	32	0	0	48	11	38	16	46	19	37	0	27	21	39	39	44	25	0	49	39	0	0	39	0	0	37	0	27	40	0	0	0	41	0	0	31	35	0	24	21	17	0	41	40	0	0	0	0	15	0	43	27	39	0	28	44	45	35	43	0
NC_019641	0	0	35	0	0	0	0	0	0	54	0	46	0	0	42	0	0	0	0	0	53	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	48	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	47	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	38	56	0	52	50	0	52	0	0	41	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	39
NC_023522	43	0	0	0	19	39	45	35	30	0	27	0	44	43	0	21	0	0	16	37	0	34	43	0	0	40	49	24	40	30	52	0	47	0	40	44	45	0	32	0	0	40	24	0	0	21	0	0	43	38	36	34	45	32	0	0	46	17	43	16	50	21	38	0	29	25	40	0	37	25	0	46	41	0	0	36	0	0	38	0	29	40	0	0	0	38	0	0	31	33	0	30	26	19	0	46	37	0	0	15	0	0	0	44	31	37	0	36	43	42	43	48	0
NC_027649	0	0	0	0	0	0	0	0	0	58	0	0	0	0	43	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	50	46	0	40	48	0	38	0	0	45	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	49
NC_016686	37	0	0	0	45	0	43	38	43	0	48	0	46	43	0	44	0	0	39	40	0	42	39	0	0	43	43	46	45	41	126	0	44	0	0	44	42	0	39	0	0	39	42	0	0	42	0	0	50	0	51	0	43	39	0	0	44	40	40	40	40	41	45	0	46	38	44	0	47	43	0	52	39	0	0	47	0	0	50	0	42	33	0	0	0	44	0	0	41	0	0	48	50	42	0	41	40	0	0	43	0	44	0	0	42	49	0	38	39	48	42	48	0
NC_028340	44	0	0	0	17	0	43	38	23	0	34	0	48	44	0	25	0	0	23	40	0	37	32	0	0	41	45	29	36	23	40	0	44	0	0	41	46	0	40	0	0	41	32	0	0	13	0	0	40	0	45	41	50	36	0	0	49	25	41	35	45	15	37	0	35	23	46	32	34	28	0	46	41	0	0	46	0	0	48	0	23	42	0	0	0	43	0	0	22	38	0	34	20	22	0	0	37	0	0	27	0	31	0	42	0	35	0	33	40	45	39	47	0
NC_029400	43	0	0	0	42	40	37	0	40	0	41	0	38	41	0	32	0	0	30	39	0	42	41	0	0	38	45	38	37	35	67	0	37	0	0	38	38	0	39	0	0	39	41	0	0	33	0	0	41	0	45	34	39	41	0	0	40	35	42	32	51	35	41	0	38	38	40	35	36	39	0	45	34	0	0	40	0	0	47	0	35	43	0	0	0	39	0	0	36	40	0	36	35	40	0	37	35	0	0	39	0	37	0	49	35	0	0	35	32	43	41	39	0
NC_030215	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	52	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	37	50	0	0	0	0	0	0	0	0	0	42	0	0	0	0	55	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_028508	46	0	0	0	31	34	40	35	34	0	41	0	41	46	0	30	0	0	31	33	0	40	37	0	0	43	43	38	38	33	61	0	37	0	0	38	40	0	32	0	0	47	33	0	0	30	0	0	39	0	40	43	42	42	0	0	39	34	34	33	44	31	38	0	25	32	39	36	39	30	0	42	36	0	0	36	0	0	42	0	33	42	0	0	0	40	0	0	34	40	0	43	26	30	0	35	0	0	0	28	0	36	0	38	33	35	0	0	34	41	41	40	0
NC_025328	36	0	0	39	36	44	40	36	0	0	42	0	44	46	0	38	0	0	40	34	0	39	39	0	0	47	52	37	0	39	0	0	43	0	0	34	44	0	37	0	0	44	53	0	0	41	0	0	43	0	38	0	46	36	0	0	0	40	42	42	31	41	39	0	0	37	39	10	38	38	0	32	0	0	0	49	0	0	46	0	39	40	0	0	0	40	0	0	40	0	0	42	32	36	0	41	36	0	0	44	0	43	0	39	40	32	0	34	0	42	44	34	0
NC_024269	40	0	0	0	46	0	45	0	40	0	40	0	41	48	0	38	0	0	38	44	0	38	47	0	0	45	43	39	37	44	97	0	39	0	0	0	49	0	43	0	0	46	38	0	0	38	0	0	39	0	48	33	45	42	0	0	36	35	47	40	45	37	41	0	41	37	38	0	39	42	0	46	0	0	0	44	0	0	48	0	45	0	0	0	0	38	0	0	47	29	0	40	36	38	0	0	0	0	0	45	0	42	0	48	45	43	0	41	42	0	43	35	0
NC_022734	38	0	0	47	37	37	38	39	32	0	43	0	27	47	0	39	0	0	36	37	0	40	48	0	0	38	37	33	38	32	85	0	34	0	0	39	42	0	41	0	0	39	38	0	0	45	0	0	42	0	45	40	45	42	0	0	0	37	45	37	43	43	42	0	42	40	37	43	38	39	0	48	0	0	0	40	0	0	37	0	32	41	0	0	0	47	0	0	33	0	0	39	40	40	0	37	41	0	0	35	0	43	0	42	39	41	0	41	44	43	0	36	0
