	NC_018052	NC_014288	NC_024102	NC_022729	NC_028341	NC_024110	NC_023455	NC_022732	NC_023361	NC_026208	NC_026696	NC_022821	NC_002012	NC_017882	NC_026210	NC_024862	NC_030254	NC_030328	NC_023521	NC_022193	NC_025954	NC_026871	NC_030216	NC_022841	NC_021963	NC_003137	NC_028537	NC_023948	NC_023266	NC_028337	NC_028344	NC_007173	NC_024059	NC_024599	NC_024937	NC_024276	NC_022148	NC_030271	NC_026774	NC_024570	NC_014284	NC_030189	NC_024284	NC_023505	NC_025942	NC_028339	NC_000893	NC_029324	NC_021443	NC_026307	NC_022822	NC_022691	NC_026216	NC_025778	NC_025512	NC_023951	NC_029493	NC_020611	NC_000890	NC_025520	NC_001950	NC_028343	NC_029843	NC_023525	NC_022679	NC_024596	NC_021442	NC_025578	NC_022415	NC_022819	NC_027182	NC_029399	NC_029480	NC_021132	NC_023808	NC_023527	NC_023116	NC_028325	NC_022735	NC_027497	NC_028338	NC_022731	NC_022837	NC_027521	NC_014292	NC_021615	NC_003136	NC_016429	NC_028342	NC_024101	NC_023944	NC_026287	NC_021768	NC_024055	NC_007230	NC_022730	NC_022733	NC_014281	NC_025498	NC_027081	NC_019641	NC_023522	NC_027649	NC_016686	NC_028340	NC_029400	NC_030215	NC_028508	NC_025328	NC_024269	NC_022734	NC_023520	NC_026285
NC_023948	1.01	1.781	1.78	1.551	0.6976	1.472	1.308	1.492	0.7017	1.679	0.6212	1.542	1.407	1.324	1.679	0.6088	1.504	1.606	0.6019	0.8621	1.645	0.6259	0.96	1.562	1.585	1.26	1.389	0.1221	1.27	0.718	0.7544	1.643	1.377	1.52	1.485	1.422	1.304	1.677	0.8961	1.68	1.744	1.311	0.5733	1.58	1.574	0.6895	1.627	1.568	1.196	1.474	1.187	1.342	1.246	0.8583	1.638	1.571	1.406	0.5699	0.861	0.577	1.225	0.6953	0.8085	1.663	0.8566	0.6125	1.286	1.427	1.252	0.7001	1.539	1.184	1.407	1.601	1.62	0.9192	1.63	1.627	1.04	1.671	0.7035	1.386	1.701	1.598	1.83	1.324	1.753	1.658	0.705	1.335	1.575	0.641	0.7113	0.6048	1.644	1.51	1.441	1.731	1.654	0.5876	1.658	0.6092	1.659	1.369	0.7275	0.9374	1.609	0.8979	1.383	1.32	1.395	1.257	1.623
NC_023266	1.429	1.82	1.686	1.55	1.25	1.533	1.445	1.497	1.313	1.74	1.305	1.549	1.38	1.426	1.618	1.281	1.579	1.58	1.327	1.282	1.634	1.283	1.286	1.556	1.656	1.355	1.389	1.264	0.1224	1.282	1.286	1.616	1.402	1.65	1.561	1.463	1.385	1.672	1.28	1.699	1.826	1.491	1.31	1.59	1.623	1.249	1.597	1.608	0.9053	1.593	0.9974	1.075	0.9939	1.289	1.644	1.561	1.467	1.278	1.347	1.263	1.331	1.257	1.292	1.736	1.279	1.267	1.003	1.536	1.07	1.327	1.634	1.347	1.479	1.676	1.739	1.361	1.651	1.704	1.361	1.747	1.258	1.477	1.75	1.622	1.826	1.318	1.773	1.594	1.259	1.039	1.616	1.306	1.261	1.264	1.681	1.532	1.543	1.805	1.645	1.264	1.668	1.317	1.72	1.406	1.261	1.397	1.628	1.308	1.501	0.9754	1.41	0.9277	1.71
NC_028337	1.039	1.791	1.744	1.537	0.6129	1.51	1.37	1.501	0.5494	1.768	0.7342	1.525	1.397	1.42	1.673	0.7104	1.511	1.608	0.7178	0.9076	1.605	0.7188	1.052	1.581	1.547	1.275	1.414	0.7231	1.279	0.1226	0.2012	1.658	1.372	1.522	1.606	1.461	1.304	1.701	0.9243	1.679	1.754	1.31	0.7471	1.632	1.649	0.5674	1.62	1.647	1.264	1.554	1.285	1.375	1.296	0.9152	1.616	1.544	1.378	0.702	0.8959	0.6953	1.241	0.5722	0.866	1.743	0.893	0.7111	1.323	1.493	1.386	0.7969	1.535	1.206	1.402	1.641	1.721	0.9574	1.607	1.763	1.073	1.676	0.1432	1.448	1.725	1.641	1.836	1.312	1.759	1.613	0.239	1.342	1.618	0.7526	0.5422	0.7249	1.61	1.532	1.501	1.729	1.671	0.7217	1.692	0.7136	1.696	1.388	0.659	0.9513	1.592	0.9716	1.465	1.353	1.392	1.262	1.666
NC_028344	1.067	1.817	1.746	1.595	0.6555	1.547	1.408	1.546	0.5968	1.768	0.7768	1.545	1.446	1.444	1.697	0.7544	1.542	1.633	0.7609	0.9603	1.627	0.7662	1.087	1.616	1.598	1.315	1.454	0.7725	1.29	0.2223	0.1227	1.702	1.434	1.555	1.614	1.494	1.354	1.72	0.9664	1.704	1.755	1.366	0.7941	1.632	1.661	0.6096	1.633	1.631	1.303	1.563	1.329	1.391	1.306	0.9506	1.63	1.569	1.396	0.7418	0.9625	0.7384	1.287	0.6149	0.9058	1.744	0.9303	0.7595	1.348	1.528	1.426	0.8318	1.566	1.249	1.438	1.649	1.747	0.997	1.635	1.778	1.095	1.697	0.205	1.485	1.746	1.651	1.846	1.367	1.774	1.631	0.2811	1.384	1.614	0.7943	0.593	0.7776	1.632	1.57	1.537	1.769	1.685	0.7667	1.697	0.7711	1.705	1.417	0.6968	1.005	1.623	1.008	1.506	1.408	1.43	1.295	1.684
NC_007173	1.704	1.88	1.723	1.747	1.638	1.665	1.661	1.685	1.609	1.708	1.605	1.547	1.666	1.69	1.616	1.609	1.542	1.254	1.636	1.684	1.651	1.606	1.658	1.486	0.7733	1.577	1.627	1.634	1.61	1.654	1.695	0.1221	1.632	1.28	1.525	1.686	1.703	1.667	1.671	1.662	1.851	1.68	1.641	0.7526	1.201	1.635	0.9991	0.6546	1.661	1.523	1.626	1.657	1.638	1.659	1.669	1.487	1.678	1.625	1.665	1.59	1.66	1.641	1.644	1.743	1.593	1.641	1.691	1.743	1.69	1.641	1.589	1.697	1.687	1.62	1.685	1.644	1.595	1.734	1.698	1.735	1.65	1.703	1.702	0.7599	1.852	1.532	1.875	0.9787	1.672	1.736	0.7419	1.618	1.661	1.625	1.627	1.678	1.718	1.83	0.8106	1.639	1.663	1.646	1.757	1.588	1.662	1.632	1.656	1.608	1.724	1.649	1.631	1.651	1.626
NC_024059	1.399	1.833	1.753	1.402	1.43	1.304	1.395	1.33	1.394	1.687	1.342	1.554	0.5817	1.418	1.62	1.337	1.513	1.679	1.32	1.423	1.594	1.403	1.29	1.526	1.664	1.278	0.5973	1.384	1.404	1.38	1.435	1.641	0.1223	1.547	1.569	1.17	1.438	1.705	1.412	1.702	1.755	1.473	1.375	1.654	1.535	1.424	1.595	1.605	1.344	1.516	1.349	1.465	1.309	1.34	1.673	1.498	1.49	1.371	1.419	1.351	1.428	1.419	1.381	1.66	1.392	1.418	1.378	1.217	1.407	1.375	1.584	1.363	1.492	1.666	1.736	1.37	1.714	1.709	1.327	1.687	1.368	1.38	1.698	1.636	1.831	1.376	1.786	1.576	1.383	1.512	1.612	1.401	1.366	1.396	1.677	1.389	1.382	1.747	1.67	1.338	1.688	1.376	1.669	1.479	1.406	1.439	1.611	1.341	1.183	1.415	0.92	1.425	1.63
NC_024599	1.595	1.788	1.775	1.641	1.599	1.716	1.587	1.601	1.551	1.744	1.555	1.525	1.585	1.634	1.616	1.519	1.478	1.267	1.53	1.57	1.666	1.51	1.557	1.482	1.287	1.584	1.563	1.52	1.652	1.524	1.55	1.286	1.542	0.1227	1.499	1.579	1.599	1.669	1.616	1.666	1.709	1.591	1.506	1.185	0.9557	1.553	1.193	1.283	1.616	1.461	1.54	1.731	1.514	1.595	1.558	1.525	1.592	1.544	1.555	1.553	1.57	1.571	1.52	1.655	1.546	1.514	1.619	1.662	1.628	1.488	1.523	1.551	1.659	1.627	1.619	1.611	1.689	1.651	1.573	1.718	1.516	1.657	1.693	1.193	1.843	1.642	1.821	1.157	1.522	1.706	1.189	1.564	1.53	1.532	1.701	1.587	1.634	1.705	1.258	1.53	1.649	1.536	1.682	1.567	1.563	1.586	1.498	1.541	1.658	1.586	1.613	1.616	1.653
NC_024937	1.537	1.84	1.694	1.597	1.555	1.669	1.555	1.645	1.588	1.637	1.534	1.3	1.546	1.53	1.544	1.538	1.368	1.495	1.538	1.558	1.542	1.548	1.589	1.306	1.494	1.549	1.561	1.511	1.553	1.619	1.623	1.525	1.557	1.497	0.1215	1.562	1.564	1.612	1.594	1.559	1.73	1.619	1.566	1.48	1.465	1.569	1.559	1.49	1.598	1.293	1.528	1.679	1.575	1.533	1.542	1.353	1.565	1.535	1.55	1.518	1.594	1.591	1.563	1.633	1.506	1.522	1.537	1.605	1.598	1.483	1.369	1.58	1.639	1.57	1.566	1.521	1.638	1.657	1.531	1.659	1.611	1.616	1.624	1.523	1.854	1.561	1.752	1.567	1.602	1.681	1.472	1.535	1.561	1.546	1.633	1.644	1.688	1.755	1.57	1.579	1.534	1.486	1.616	1.558	1.6	1.529	1.423	1.53	1.593	1.634	1.601	1.519	1.54
NC_024276	1.463	1.856	1.812	1.388	1.428	1.438	1.477	1.448	1.441	1.783	1.467	1.61	1.244	1.509	1.722	1.483	1.624	1.692	1.432	1.497	1.704	1.461	1.447	1.601	1.717	1.379	1.243	1.427	1.486	1.487	1.514	1.71	1.182	1.592	1.6	0.1237	1.457	1.721	1.501	1.753	1.745	1.499	1.398	1.631	1.601	1.456	1.606	1.643	1.415	1.544	1.394	1.536	1.374	1.478	1.696	1.634	1.51	1.416	1.438	1.467	1.425	1.469	1.427	1.731	1.501	1.454	1.456	0.7292	1.435	1.481	1.627	1.411	1.557	1.715	1.721	1.391	1.727	1.749	1.447	1.765	1.477	1.441	1.743	1.702	1.89	1.391	1.842	1.623	1.483	1.609	1.674	1.429	1.454	1.487	1.666	1.45	1.496	1.76	1.652	1.403	1.783	1.44	1.755	1.485	1.451	1.46	1.668	1.425	0.6509	1.558	1.273	1.401	1.748
NC_022148	1.355	1.799	1.805	1.461	1.306	1.548	1.129	1.452	1.313	1.666	1.307	1.586	1.412	1.208	1.671	1.328	1.572	1.621	1.308	1.347	1.598	1.279	1.301	1.546	1.729	1.284	1.387	1.303	1.385	1.309	1.346	1.703	1.438	1.61	1.577	1.428	0.1226	1.691	1.397	1.694	1.759	1.12	1.318	1.632	1.661	1.318	1.642	1.658	1.243	1.555	1.256	1.455	1.283	1.388	1.629	1.597	1.209	1.294	1.352	1.324	1.332	1.333	1.32	1.701	1.371	1.362	1.339	1.503	1.404	1.329	1.59	1.378	1.29	1.768	1.673	1.384	1.718	1.706	1.367	1.715	1.289	1.472	1.763	1.666	1.826	1.353	1.793	1.625	1.326	1.475	1.65	1.334	1.321	1.295	1.696	1.487	1.498	1.757	1.684	1.328	1.71	1.283	1.717	1.166	1.371	1.392	1.592	1.362	1.476	1.407	1.469	1.308	1.654
NC_030271	1.761	1.868	1.535	1.721	1.71	1.758	1.711	1.714	1.708	0.8342	1.598	1.584	1.693	1.693	1.32	1.716	1.601	1.696	1.658	1.715	1.286	1.692	1.708	1.639	1.701	1.649	1.696	1.659	1.672	1.687	1.701	1.657	1.685	1.649	1.605	1.683	1.674	0.1213	1.687	1.306	1.818	1.688	1.645	1.656	1.726	1.669	1.67	1.674	1.671	1.607	1.617	1.782	1.706	1.632	1.693	1.549	1.713	1.7	1.712	1.629	1.77	1.658	1.698	0.9569	1.653	1.662	1.737	1.695	1.686	1.699	1.624	1.678	1.726	1.263	1.291	1.71	1.42	0.8502	1.691	0.8458	1.684	1.762	1.511	1.653	1.874	1.695	1.836	1.632	1.703	1.76	1.671	1.692	1.702	1.708	1.369	1.727	1.758	1.811	1.669	1.683	1.299	1.684	0.9635	1.699	1.726	1.68	1.638	1.655	1.669	1.744	1.682	1.725	1.255
NC_026774	1.064	1.787	1.716	1.52	0.8767	1.542	1.388	1.494	0.8732	1.731	0.8669	1.543	1.351	1.442	1.609	0.8651	1.552	1.598	0.861	0.9292	1.6	0.8682	0.9844	1.548	1.579	1.307	1.334	0.8673	1.248	0.8996	0.9289	1.666	1.387	1.603	1.594	1.466	1.381	1.691	0.1221	1.713	1.741	1.383	0.8918	1.619	1.608	0.9017	1.566	1.572	1.211	1.56	1.198	1.398	1.278	0.9448	1.667	1.551	1.362	0.8529	0.8045	0.8711	1.237	0.9008	0.8938	1.706	0.9886	0.8538	1.279	1.489	1.343	0.9262	1.57	1.203	1.407	1.68	1.688	0.8452	1.652	1.718	1	1.723	0.8816	1.482	1.712	1.615	1.852	1.298	1.782	1.58	0.8836	1.384	1.615	0.8695	0.9058	0.8646	1.704	1.591	1.533	1.764	1.591	0.8371	1.665	0.8894	1.696	1.468	0.8924	0.9566	1.63	0.952	1.459	1.335	1.403	1.24	1.653
NC_024570	1.738	1.889	1.46	1.764	1.625	1.745	1.72	1.653	1.66	1.364	1.716	1.543	1.699	1.674	1.126	1.712	1.523	1.658	1.707	1.689	1.18	1.657	1.738	1.509	1.7	1.652	1.652	1.669	1.687	1.666	1.691	1.661	1.685	1.654	1.556	1.721	1.674	1.31	1.713	0.1191	1.834	1.695	1.699	1.557	1.633	1.631	1.69	1.693	1.659	1.556	1.611	1.749	1.685	1.663	1.709	1.483	1.711	1.72	1.751	1.655	1.722	1.633	1.667	1.336	1.686	1.671	1.643	1.713	1.676	1.69	1.545	1.784	1.683	0.8046	1.197	1.734	1.318	1.349	1.701	1.374	1.664	1.68	1.452	1.651	1.858	1.656	1.86	1.596	1.674	1.739	1.66	1.766	1.642	1.684	1.282	1.729	1.751	1.847	1.691	1.708	0.8645	1.654	1.341	1.65	1.675	1.734	1.552	1.627	1.726	1.714	1.694	1.703	0.8097
NC_014284	1.761	1.575	1.912	1.753	1.726	1.837	1.745	1.738	1.758	1.848	1.734	1.772	1.78	1.732	1.819	1.725	1.776	1.81	1.722	1.745	1.859	1.734	1.715	1.764	1.775	1.785	1.784	1.748	1.834	1.757	1.756	1.855	1.764	1.743	1.739	1.748	1.763	1.832	1.754	1.847	0.1227	1.769	1.743	1.806	1.741	1.732	1.811	1.813	1.736	1.765	1.717	1.792	1.691	1.702	1.757	1.785	1.768	1.732	1.713	1.738	1.745	1.737	1.756	1.807	1.78	1.727	1.67	1.761	1.782	1.719	1.786	1.759	1.769	1.823	1.802	1.783	1.835	1.825	1.709	1.864	1.756	1.764	1.824	1.765	1.569	1.773	1.491	1.795	1.734	1.875	1.778	1.793	1.75	1.732	1.875	1.73	1.763	0.3332	1.798	1.722	1.832	1.737	1.842	1.754	1.733	1.78	1.781	1.743	1.743	1.788	1.813	1.756	1.836
NC_030189	1.402	1.799	1.851	1.567	1.422	1.604	0.8837	1.504	1.321	1.747	1.342	1.592	1.437	1.162	1.664	1.38	1.558	1.681	1.342	1.334	1.627	1.339	1.419	1.668	1.722	1.334	1.485	1.322	1.488	1.337	1.374	1.688	1.468	1.601	1.625	1.492	1.135	1.704	1.412	1.716	1.768	0.1227	1.4	1.686	1.641	1.354	1.688	1.625	1.359	1.564	1.419	1.533	1.36	1.361	1.671	1.611	0.6868	1.352	1.391	1.334	1.425	1.367	1.379	1.666	1.335	1.349	1.393	1.546	1.501	1.349	1.579	1.418	1.04	1.701	1.677	1.403	1.688	1.727	1.462	1.653	1.33	1.477	1.728	1.656	1.891	1.373	1.803	1.648	1.331	1.552	1.691	1.374	1.316	1.361	1.735	1.519	1.544	1.771	1.716	1.381	1.717	1.371	1.661	1.165	1.376	1.385	1.606	1.337	1.484	1.493	1.467	1.388	1.716
NC_024284	0.9757	1.825	1.775	1.521	0.7249	1.491	1.331	1.458	0.7472	1.722	0.6418	1.515	1.362	1.37	1.674	0.6246	1.572	1.551	0.6321	0.8889	1.644	0.6389	1	1.538	1.639	1.275	1.337	0.5742	1.303	0.7468	0.7815	1.646	1.369	1.507	1.564	1.38	1.326	1.662	0.9216	1.713	1.739	1.38	0.1221	1.603	1.574	0.7159	1.644	1.582	1.207	1.556	1.213	1.368	1.249	0.8683	1.667	1.556	1.369	0.5933	0.8681	0.6043	1.234	0.7169	0.8373	1.673	0.8762	0.6235	1.256	1.443	1.277	0.7145	1.561	1.209	1.397	1.627	1.646	0.9173	1.651	1.677	1.063	1.671	0.7327	1.388	1.715	1.648	1.846	1.315	1.794	1.578	0.7471	1.415	1.642	0.6644	0.7286	0.6173	1.675	1.517	1.48	1.715	1.616	0.6005	1.663	0.6336	1.668	1.427	0.7548	0.9341	1.56	0.9151	1.422	1.302	1.362	1.273	1.632
NC_023505	1.649	1.828	1.688	1.686	1.626	1.68	1.596	1.651	1.624	1.697	1.58	1.465	1.616	1.683	1.611	1.601	1.561	1.221	1.623	1.636	1.573	1.574	1.561	1.517	0.6237	1.537	1.617	1.573	1.588	1.628	1.625	0.7565	1.647	1.183	1.479	1.614	1.629	1.669	1.627	1.586	1.796	1.681	1.596	0.1202	1.148	1.644	0.9081	0.7371	1.606	1.471	1.597	1.642	1.623	1.546	1.693	1.477	1.649	1.616	1.602	1.588	1.612	1.647	1.603	1.716	1.583	1.583	1.576	1.669	1.603	1.589	1.525	1.595	1.672	1.582	1.641	1.647	1.575	1.617	1.622	1.661	1.621	1.634	1.675	0.5815	1.847	1.556	1.814	0.9175	1.611	1.65	0.5753	1.623	1.618	1.558	1.626	1.7	1.67	1.794	0.7008	1.585	1.596	1.648	1.649	1.637	1.636	1.572	1.572	1.585	1.639	1.625	1.634	1.604	1.632
NC_025942	1.601	1.802	1.729	1.584	1.593	1.652	1.577	1.581	1.595	1.675	1.543	1.39	1.598	1.554	1.542	1.547	1.405	1.178	1.541	1.604	1.574	1.591	1.578	1.434	1.215	1.529	1.588	1.571	1.626	1.648	1.658	1.211	1.53	0.9575	1.478	1.585	1.662	1.738	1.622	1.652	1.723	1.628	1.576	1.163	0.1218	1.513	1.174	1.203	1.603	1.399	1.584	1.712	1.565	1.612	1.57	1.428	1.578	1.557	1.579	1.582	1.646	1.523	1.561	1.633	1.544	1.585	1.664	1.605	1.618	1.556	1.505	1.641	1.596	1.566	1.615	1.626	1.659	1.685	1.611	1.709	1.643	1.584	1.664	1.17	1.843	1.597	1.81	1.134	1.618	1.682	1.17	1.623	1.614	1.576	1.641	1.663	1.622	1.755	1.226	1.589	1.573	1.59	1.682	1.593	1.617	1.617	1.499	1.582	1.594	1.649	1.578	1.61	1.577
NC_028339	1.05	1.813	1.81	1.544	0.6	1.501	1.291	1.484	0.5844	1.699	0.715	1.583	1.347	1.376	1.662	0.6745	1.54	1.552	0.6919	0.8913	1.625	0.7006	1.006	1.591	1.675	1.276	1.438	0.6958	1.269	0.5791	0.6026	1.637	1.417	1.572	1.563	1.455	1.324	1.686	0.9271	1.639	1.732	1.34	0.7213	1.654	1.524	0.1221	1.642	1.618	1.265	1.536	1.231	1.42	1.288	0.8985	1.623	1.528	1.369	0.6647	0.8681	0.68	1.274	0.1681	0.8488	1.68	0.8724	0.6776	1.354	1.481	1.348	0.7643	1.56	1.237	1.39	1.616	1.669	0.9421	1.672	1.712	1.11	1.681	0.5608	1.475	1.683	1.657	1.833	1.279	1.746	1.594	0.5527	1.41	1.635	0.7267	0.5719	0.6933	1.684	1.53	1.518	1.745	1.627	0.6872	1.683	0.6944	1.711	1.35	0.6369	0.9336	1.602	0.9381	1.45	1.312	1.41	1.275	1.614
NC_000893	1.629	1.83	1.664	1.665	1.611	1.692	1.617	1.615	1.631	1.714	1.57	1.512	1.641	1.641	1.621	1.622	1.543	1.285	1.574	1.598	1.65	1.594	1.607	1.474	0.9479	1.567	1.604	1.622	1.594	1.633	1.635	1.014	1.588	1.189	1.559	1.574	1.641	1.686	1.575	1.704	1.801	1.687	1.642	0.912	1.173	1.63	0.1211	1.003	1.595	1.502	1.597	1.639	1.622	1.573	1.661	1.448	1.66	1.555	1.576	1.618	1.618	1.638	1.505	1.717	1.589	1.546	1.664	1.637	1.691	1.621	1.578	1.683	1.645	1.665	1.679	1.647	1.654	1.704	1.609	1.758	1.621	1.667	1.747	0.9222	1.852	1.561	1.844	0.6601	1.633	1.738	0.8886	1.61	1.667	1.575	1.723	1.7	1.692	1.812	0.9643	1.59	1.671	1.609	1.728	1.648	1.61	1.629	1.575	1.632	1.618	1.653	1.625	1.631	1.667
NC_029324	1.627	1.826	1.702	1.656	1.613	1.654	1.637	1.617	1.596	1.689	1.561	1.529	1.616	1.698	1.579	1.544	1.536	1.228	1.593	1.55	1.562	1.573	1.571	1.45	0.7671	1.563	1.615	1.556	1.601	1.629	1.62	0.6528	1.596	1.275	1.482	1.602	1.651	1.684	1.574	1.699	1.805	1.617	1.573	0.7285	1.18	1.58	0.9905	0.1221	1.603	1.498	1.58	1.668	1.607	1.556	1.654	1.521	1.63	1.614	1.577	1.584	1.631	1.587	1.561	1.711	1.571	1.593	1.617	1.643	1.656	1.587	1.558	1.695	1.666	1.651	1.676	1.596	1.596	1.695	1.619	1.651	1.62	1.673	1.682	0.7656	1.846	1.569	1.826	0.9285	1.613	1.677	0.7466	1.581	1.594	1.579	1.614	1.639	1.658	1.789	0.8375	1.55	1.678	1.603	1.718	1.637	1.623	1.583	1.59	1.606	1.647	1.64	1.644	1.611	1.676
NC_021443	1.305	1.824	1.75	1.488	1.275	1.504	1.343	1.426	1.311	1.726	1.273	1.531	1.338	1.392	1.605	1.243	1.587	1.597	1.233	1.298	1.644	1.278	1.284	1.522	1.68	1.282	1.294	1.215	0.9032	1.288	1.318	1.682	1.353	1.621	1.613	1.422	1.252	1.671	1.258	1.696	1.743	1.36	1.227	1.623	1.619	1.266	1.609	1.608	0.1225	1.55	0.7534	1.053	0.8276	1.259	1.679	1.507	1.393	1.247	1.253	1.281	1.315	1.275	1.264	1.667	1.283	1.29	0.8468	1.446	1.058	1.273	1.528	1.286	1.386	1.687	1.658	1.269	1.687	1.709	1.253	1.719	1.272	1.45	1.721	1.667	1.857	1.352	1.798	1.615	1.268	1.035	1.636	1.225	1.313	1.199	1.625	1.486	1.494	1.753	1.693	1.246	1.659	1.255	1.649	1.331	1.269	1.33	1.567	1.262	1.423	1.026	1.379	0.8657	1.708
NC_026307	1.627	1.824	1.692	1.606	1.559	1.65	1.534	1.57	1.555	1.618	1.492	0.9688	1.54	1.581	1.483	1.502	1.057	1.49	1.487	1.542	1.481	1.524	1.57	1.118	1.505	1.529	1.56	1.478	1.582	1.552	1.557	1.533	1.51	1.453	1.301	1.54	1.554	1.611	1.573	1.576	1.761	1.565	1.546	1.47	1.414	1.53	1.512	1.502	1.541	0.1206	1.469	1.638	1.535	1.534	1.549	1.093	1.592	1.527	1.525	1.55	1.51	1.525	1.542	1.559	1.513	1.521	1.638	1.608	1.581	1.516	1.044	1.648	1.565	1.521	1.547	1.62	1.501	1.527	1.634	1.565	1.545	1.611	1.639	1.51	1.852	1.555	1.818	1.503	1.541	1.633	1.467	1.518	1.553	1.515	1.54	1.633	1.64	1.789	1.494	1.541	1.484	1.518	1.56	1.565	1.56	1.542	1.158	1.517	1.581	1.587	1.528	1.555	1.488
NC_022822	1.314	1.837	1.707	1.445	1.223	1.551	1.343	1.457	1.257	1.709	1.159	1.497	1.311	1.34	1.613	1.235	1.552	1.586	1.2	1.284	1.592	1.198	1.22	1.507	1.65	1.226	1.326	1.195	0.9972	1.284	1.323	1.633	1.34	1.539	1.579	1.392	1.254	1.634	1.223	1.618	1.714	1.405	1.215	1.601	1.581	1.219	1.601	1.591	0.7599	1.47	0.1227	1.047	0.8266	1.187	1.647	1.51	1.343	1.235	1.256	1.235	1.269	1.227	1.26	1.709	1.221	1.226	0.8707	1.419	1.089	1.263	1.522	1.279	1.401	1.57	1.668	1.236	1.637	1.693	1.213	1.718	1.267	1.448	1.689	1.614	1.822	1.259	1.792	1.608	1.257	1.057	1.559	1.201	1.287	1.191	1.639	1.486	1.457	1.731	1.611	1.161	1.661	1.205	1.692	1.343	1.222	1.328	1.595	1.238	1.364	0.9989	1.328	0.9229	1.603
NC_022691	1.456	1.847	1.698	1.668	1.437	1.513	1.532	1.561	1.404	1.782	1.424	1.682	1.464	1.523	1.673	1.389	1.689	1.648	1.404	1.422	1.709	1.368	1.398	1.622	1.65	1.436	1.426	1.345	1.075	1.373	1.382	1.669	1.464	1.726	1.692	1.53	1.455	1.791	1.412	1.762	1.786	1.513	1.368	1.652	1.712	1.387	1.646	1.671	1.04	1.619	1.033	0.1226	1.163	1.377	1.757	1.635	1.506	1.461	1.437	1.482	1.416	1.393	1.355	1.722	1.398	1.432	1.132	1.604	0.8958	1.45	1.633	1.409	1.525	1.76	1.776	1.413	1.691	1.801	1.427	1.744	1.361	1.576	1.777	1.691	1.866	1.433	1.827	1.671	1.384	0.7663	1.638	1.399	1.372	1.386	1.762	1.623	1.637	1.797	1.651	1.414	1.715	1.431	1.761	1.507	1.448	1.432	1.728	1.393	1.558	0.8537	1.426	1.044	1.713
NC_026216	1.282	1.866	1.708	1.433	1.297	1.6	1.352	1.37	1.305	1.746	1.239	1.598	1.317	1.41	1.621	1.288	1.5	1.592	1.297	1.291	1.631	1.272	1.229	1.531	1.647	1.287	1.292	1.244	0.991	1.296	1.297	1.646	1.307	1.521	1.578	1.368	1.294	1.715	1.299	1.702	1.686	1.353	1.245	1.637	1.565	1.284	1.629	1.609	0.8249	1.532	0.8267	1.161	0.1222	1.259	1.612	1.584	1.391	1.24	1.213	1.256	1.281	1.295	1.296	1.729	1.295	1.303	0.8051	1.421	1.154	1.292	1.592	1.268	1.452	1.68	1.693	1.307	1.759	1.69	1.201	1.756	1.277	1.453	1.72	1.634	1.824	1.328	1.78	1.604	1.261	1.209	1.618	1.212	1.246	1.266	1.697	1.447	1.521	1.702	1.645	1.267	1.704	1.26	1.674	1.335	1.289	1.335	1.627	1.335	1.356	1.076	1.329	0.9429	1.662
NC_025778	1.059	1.811	1.704	1.492	0.9203	1.534	1.33	1.498	0.8957	1.703	0.8745	1.522	1.423	1.381	1.63	0.8479	1.538	1.587	0.8844	0.9325	1.56	0.873	1.066	1.574	1.565	1.328	1.409	0.8711	1.282	0.9159	0.9435	1.669	1.354	1.594	1.544	1.472	1.389	1.661	0.9673	1.678	1.698	1.338	0.8755	1.56	1.635	0.9036	1.576	1.587	1.25	1.531	1.189	1.388	1.264	0.1229	1.658	1.585	1.335	0.8495	0.9486	0.8658	1.22	0.9209	0.9288	1.695	0.7093	0.8682	1.319	1.49	1.349	0.8898	1.608	1.231	1.444	1.655	1.693	0.9741	1.69	1.637	1.113	1.706	0.9012	1.474	1.748	1.65	1.85	1.322	1.776	1.614	0.8961	1.411	1.578	0.9226	0.9025	0.8685	1.625	1.56	1.527	1.738	1.645	0.8773	1.692	0.8894	1.682	1.406	0.9527	0.9997	1.641	0.7578	1.473	1.32	1.342	1.263	1.674
NC_025512	1.664	1.838	1.731	1.678	1.622	1.774	1.583	1.695	1.639	1.787	1.656	1.618	1.664	1.645	1.652	1.625	1.618	1.624	1.661	1.671	1.643	1.663	1.651	1.588	1.696	1.629	1.653	1.643	1.646	1.612	1.625	1.668	1.671	1.559	1.557	1.685	1.626	1.71	1.678	1.727	1.761	1.658	1.67	1.695	1.564	1.621	1.658	1.654	1.683	1.552	1.651	1.744	1.607	1.651	0.1222	1.548	1.585	1.645	1.656	1.661	1.671	1.634	1.619	1.705	1.677	1.637	1.661	1.674	1.648	1.648	1.581	1.694	1.654	1.697	1.658	1.621	1.693	1.703	1.613	1.741	1.609	1.681	1.72	1.668	1.874	1.652	1.809	1.629	1.612	1.786	1.669	1.692	1.645	1.65	1.732	1.735	1.733	1.772	1.716	1.61	1.714	1.655	1.665	1.603	1.605	1.684	1.618	1.627	1.686	1.719	1.693	1.688	1.698
